order_pk,customer_id,order_id,order_date,location_id,payment_id
63,442,B-25465,2020-11-06,4,1
64,542,B-26159,2023-11-07,4,1
65,554,B-26740,2023-09-27,4,1
66,648,B-25159,2024-10-21,4,1
67,793,B-25028,2020-08-09,4,1
68,28,B-25730,2023-08-21,5,1
69,87,B-26332,2022-08-17,5,1
70,102,B-26747,2022-02-23,5,1
71,301,B-25464,2020-10-23,5,1
72,307,B-26586,2023-06-26,5,1
73,311,B-26284,2022-08-25,5,1
74,320,B-25957,2025-02-02,5,1
75,355,B-25226,2024-04-23,5,1
76,422,B-25830,2023-10-17,5,1
77,493,B-26122,2024-10-07,5,1
78,495,B-25709,2021-08-19,5,1
79,503,B-25789,2024-06-22,5,1
80,537,B-25541,2020-04-22,5,1
81,572,B-25163,2025-01-11,5,1
82,621,B-26279,2021-07-21,5,1
83,661,B-25504,2023-08-20,5,1
84,735,B-26872,2024-01-13,5,1
85,786,B-26739,2020-12-13,5,1
86,7,B-25890,2023-11-12,6,1
87,45,B-25872,2020-04-13,6,1
88,149,B-26613,2022-06-18,6,1
89,161,B-26837,2021-07-08,6,1
90,235,B-25655,2022-03-28,6,1
91,351,B-26587,2021-05-07,6,1
92,391,B-25552,2023-02-28,6,1
93,399,B-25488,2024-10-05,6,1
94,441,B-25465,2024-11-24,6,1
95,555,B-26740,2025-01-30,6,1
96,597,B-25976,2024-03-15,6,1
97,701,B-25873,2024-06-15,6,1
98,10,B-25238,2023-11-09,7,1
99,101,B-25901,2021-10-17,7,1
100,165,B-25695,2022-06-08,7,1
101,218,B-25733,2020-09-04,7,1
102,280,B-26978,2025-03-07,7,1
103,310,B-26284,2020-11-27,7,1
104,321,B-26916,2022-10-21,7,1
105,345,B-25953,2022-06-06,7,1
106,366,B-26684,2022-12-12,7,1
107,494,B-26122,2020-09-08,7,1
108,574,B-25768,2021-10-19,7,1
109,598,B-25976,2020-11-10,7,1
110,617,B-26279,2020-07-12,7,1
111,767,B-25603,2024-11-14,7,1
112,15,B-25553,2024-05-30,8,1
113,27,B-25730,2020-10-17,8,1
114,68,B-25936,2021-10-09,8,1
115,70,B-25936,2022-08-29,8,1
116,126,B-26213,2023-06-08,8,1
117,164,B-25695,2022-12-17,8,1
118,212,B-26800,2021-10-23,8,1
119,269,B-26988,2021-12-03,8,1
120,295,B-25232,2022-12-27,8,1
121,313,B-26284,2023-10-11,8,1
122,377,B-25064,2023-10-05,8,1
123,443,B-25465,2023-10-24,8,1
124,449,B-25331,2023-07-17,8,1
125,486,B-26910,2024-04-29,8,1
126,538,B-25541,2021-08-13,8,1
127,544,B-26228,2022-09-16,8,1
128,579,B-26803,2022-05-16,8,1
129,605,B-25441,2024-06-08,8,1
130,12,B-26510,2025-02-11,9,1
131,32,B-26470,2021-10-12,9,1
132,85,B-26332,2022-06-10,9,1
133,122,B-25400,2025-01-06,9,1
134,138,B-25714,2024-03-24,9,1
135,178,B-26277,2022-02-24,9,1
136,569,B-25443,2024-08-21,9,1
137,653,B-25707,2020-04-25,9,1
138,703,B-25873,2020-05-11,9,1
139,719,B-26138,2024-05-21,9,1
140,760,B-26309,2023-11-29,9,1
141,768,B-25603,2020-04-18,9,1
142,789,B-25234,2024-04-02,9,1
143,13,B-26510,2024-01-23,10,1
144,29,B-26470,2024-12-27,10,1
145,42,B-25560,2023-07-13,10,1
146,60,B-26464,2021-12-12,10,1
147,167,B-26023,2020-09-26,10,1
148,187,B-25424,2020-09-15,10,1
149,193,B-26975,2024-06-23,10,1
150,272,B-25099,2021-12-22,10,1
151,296,B-25232,2024-01-19,10,1
152,357,B-25166,2024-06-06,10,1
153,372,B-25266,2023-12-04,10,1
154,383,B-25495,2022-10-12,10,1
155,488,B-26537,2023-12-21,10,1
156,645,B-25999,2025-03-01,10,1
157,761,B-26309,2024-05-20,10,1
158,31,B-26470,2023-05-27,11,1
159,59,B-26464,2022-02-03,11,1
160,69,B-25936,2022-04-15,11,1
161,83,B-25916,2024-04-29,11,1
162,170,B-25701,2023-09-13,11,1
163,531,B-26712,2021-12-01,11,1
164,534,B-25996,2020-12-23,11,1
165,25,B-25032,2024-08-06,12,1
166,116,B-26419,2021-05-28,12,1
167,155,B-26601,2024-03-13,12,1
168,217,B-25658,2024-12-19,12,1
169,236,B-26864,2021-01-30,12,1
170,251,B-25131,2022-06-27,12,1
171,252,B-26654,2021-02-18,12,1
172,315,B-26679,2023-09-14,12,1
173,322,B-26916,2020-10-21,12,1
174,427,B-25011,2021-02-06,12,1
175,616,B-25435,2020-09-10,12,1
176,731,B-26790,2020-09-21,12,1
177,160,B-26312,2023-01-28,16,1
178,260,B-26224,2022-04-12,16,1
179,284,B-26554,2024-07-01,16,1
180,300,B-25251,2024-05-13,16,1
181,573,B-26095,2021-10-20,16,1
182,680,B-25236,2022-12-22,16,1
183,159,B-26312,2021-09-15,13,1
184,297,B-25591,2022-12-25,13,1
185,392,B-26069,2021-01-21,13,1
186,426,B-25011,2024-02-10,13,1
187,522,B-26366,2021-05-16,13,1
188,533,B-25996,2023-01-18,13,1
189,619,B-26279,2024-03-27,13,1
190,724,B-25931,2023-07-18,13,1
191,30,B-26470,2021-06-18,14,1
192,232,B-26319,2020-05-02,14,1
193,257,B-25851,2024-03-30,14,1
194,451,B-25897,2021-03-07,14,1
195,623,B-25715,2020-12-31,14,1
196,644,B-25999,2023-10-28,14,1
197,675,B-25387,2020-07-06,14,1
198,706,B-26796,2023-08-12,14,1
199,742,B-25548,2024-02-07,14,1
200,762,B-26789,2024-05-21,14,1
201,26,B-25730,2022-01-05,15,1
202,49,B-26259,2022-03-29,15,1
203,118,B-25342,2024-12-06,15,1
204,162,B-26837,2020-04-08,15,1
205,317,B-26679,2020-12-15,15,1
206,356,B-25166,2023-02-23,15,1
207,403,B-25809,2022-03-08,15,1
208,438,B-25465,2022-03-23,15,1
209,521,B-26366,2021-08-21,15,1
210,536,B-25541,2023-05-04,15,1
211,624,B-25715,2022-04-15,15,1
212,628,B-25902,2020-08-11,15,1
213,40,B-26121,2022-01-16,17,1
214,96,B-26365,2024-07-05,17,1
215,111,B-26347,2023-07-07,17,1
216,147,B-25747,2023-09-17,17,1
217,281,B-26554,2024-06-16,17,1
218,404,B-25809,2022-12-08,17,1
219,515,B-25170,2022-05-27,17,1
220,699,B-26029,2023-02-02,17,1
221,50,B-26259,2022-11-20,18,1
222,104,B-25841,2021-01-19,18,1
223,117,B-25157,2024-07-18,18,1
224,119,B-26165,2022-12-12,18,1
225,282,B-26554,2020-11-21,18,1
226,294,B-25232,2021-02-12,18,1
227,393,B-26069,2022-02-28,18,1
228,415,B-26009,2021-02-10,18,1
229,646,B-25159,2024-08-01,18,1
230,790,B-25234,2022-12-03,18,1
231,5,B-26942,2021-10-09,1,2
232,91,B-25983,2024-05-19,1,2
233,97,B-26212,2024-06-25,1,2
234,121,B-25400,2021-03-24,1,2
235,254,B-26195,2021-06-04,1,2
236,292,B-26046,2022-12-05,1,2
237,437,B-25763,2022-01-18,1,2
238,501,B-25006,2023-07-16,1,2
239,588,B-26643,2022-02-11,1,2
240,613,B-26904,2024-01-05,1,2
241,627,B-26961,2024-12-29,1,2
242,106,B-26032,2023-04-17,2,2
243,177,B-25463,2025-02-02,2,2
244,308,B-26586,2023-09-30,2,2
245,324,B-25925,2021-02-17,2,2
246,444,B-26352,2023-07-18,2,2
247,458,B-26258,2024-10-21,2,2
248,462,B-26894,2023-01-20,2,2
249,463,B-25330,2024-11-17,2,2
250,625,B-25715,2023-04-05,2,2
251,664,B-26912,2022-01-08,2,2
252,759,B-26426,2023-11-24,2,2
253,36,B-25372,2020-11-16,3,2
254,43,B-26076,2025-03-10,3,2
255,132,B-25861,2023-07-15,3,2
256,142,B-25038,2020-12-05,3,2
257,186,B-26716,2021-11-20,3,2
258,244,B-25972,2022-06-19,3,2
259,249,B-25620,2022-06-13,3,2
260,274,B-25060,2020-10-08,3,2
261,342,B-26485,2023-11-05,3,2
262,525,B-26443,2023-12-28,3,2
263,526,B-25955,2022-02-15,3,2
264,528,B-26383,2023-01-12,3,2
265,586,B-26598,2024-09-01,3,2
266,600,B-25497,2024-09-13,3,2
267,604,B-25441,2022-06-24,3,2
268,612,B-26904,2023-09-10,3,2
269,741,B-26563,2021-10-04,3,2
270,744,B-25965,2023-06-25,3,2
271,755,B-26612,2020-05-04,3,2
272,765,B-26257,2022-07-13,3,2
273,783,B-25022,2023-07-14,3,2
274,4,B-26942,2024-05-11,4,2
275,9,B-25426,2020-05-04,4,2
276,24,B-26139,2022-10-07,4,2
277,35,B-26730,2022-02-26,4,2
278,51,B-25142,2021-11-12,4,2
279,133,B-25861,2022-09-22,4,2
280,169,B-26677,2020-11-19,4,2
281,219,B-26993,2022-04-16,4,2
282,278,B-25919,2025-02-20,4,2
283,325,B-25602,2021-11-06,4,2
284,398,B-25549,2023-07-30,4,2
285,436,B-25846,2020-04-25,4,2
286,516,B-26842,2024-03-10,4,2
287,517,B-26842,2023-10-05,4,2
288,527,B-25955,2023-11-30,4,2
289,554,B-26740,2023-09-27,4,2
290,560,B-26353,2023-04-28,4,2
291,38,B-26026,2023-04-06,5,2
292,55,B-25660,2020-08-18,5,2
293,79,B-26496,2024-07-09,5,2
294,128,B-26804,2021-01-03,5,2
295,239,B-25849,2023-01-11,5,2
296,301,B-25464,2020-10-23,5,2
297,307,B-26586,2023-06-26,5,2
298,537,B-25541,2020-04-22,5,2
299,670,B-25836,2021-06-17,5,2
300,144,B-25038,2022-01-18,6,2
301,309,B-26841,2020-09-12,6,2
302,351,B-26587,2021-05-07,6,2
303,396,B-25120,2023-07-10,6,2
304,425,B-26794,2020-10-02,6,2
305,519,B-26599,2020-09-08,6,2
306,553,B-25566,2022-02-04,6,2
307,555,B-26740,2025-01-30,6,2
308,782,B-25022,2023-08-19,6,2
309,798,B-26370,2024-07-31,6,2
310,77,B-25915,2021-09-09,7,2
311,109,B-26939,2021-08-12,7,2
312,280,B-26978,2025-03-07,7,2
313,349,B-26972,2022-04-19,7,2
314,504,B-26292,2020-07-13,7,2
315,562,B-25742,2024-07-02,7,2
316,728,B-26296,2022-01-20,7,2
317,56,B-25660,2022-04-19,8,2
318,68,B-25936,2021-10-09,8,2
319,70,B-25936,2022-08-29,8,2
320,126,B-26213,2023-06-08,8,2
321,158,B-26969,2021-04-30,8,2
322,189,B-26453,2020-06-16,8,2
323,253,B-26195,2023-05-29,8,2
324,285,B-26678,2021-09-08,8,2
325,295,B-25232,2022-12-27,8,2
326,419,B-26034,2023-12-28,8,2
327,420,B-25148,2022-12-23,8,2
328,445,B-26352,2022-05-16,8,2
329,465,B-26288,2025-02-18,8,2
330,486,B-26910,2024-04-29,8,2
331,509,B-26357,2023-06-08,8,2
332,538,B-25541,2021-08-13,8,2
333,552,B-25566,2023-07-22,8,2
334,567,B-25590,2020-12-16,8,2
335,605,B-25441,2024-06-08,8,2
336,672,B-26317,2021-08-06,8,2
337,692,B-26980,2024-02-21,8,2
338,75,B-26293,2021-11-26,9,2
339,122,B-25400,2025-01-06,9,2
340,198,B-26489,2021-02-09,9,2
341,268,B-26119,2024-12-26,9,2
342,367,B-26726,2023-08-17,9,2
343,394,B-25120,2024-04-25,9,2
344,464,B-26288,2022-04-23,9,2
345,541,B-25071,2023-03-14,9,2
346,653,B-25707,2020-04-25,9,2
347,733,B-25630,2024-08-07,9,2
348,751,B-25945,2023-03-10,9,2
349,14,B-25104,2020-11-28,10,2
350,42,B-25560,2023-07-13,10,2
351,60,B-26464,2021-12-12,10,2
352,78,B-25915,2021-09-08,10,2
353,187,B-25424,2020-09-15,10,2
354,277,B-25919,2020-09-30,10,2
355,296,B-25232,2024-01-19,10,2
356,329,B-25979,2022-05-13,10,2
357,383,B-25495,2022-10-12,10,2
358,500,B-25006,2024-07-18,10,2
359,524,B-26443,2023-03-21,10,2
360,626,B-26961,2021-10-29,10,2
361,682,B-25940,2025-02-14,10,2
362,776,B-26168,2025-01-14,10,2
363,796,B-25966,2021-03-01,10,2
364,57,B-25410,2022-12-23,11,2
365,59,B-26464,2022-02-03,11,2
366,69,B-25936,2022-04-15,11,2
367,175,B-26035,2021-12-31,11,2
368,196,B-26489,2022-10-08,11,2
369,238,B-25849,2021-10-26,11,2
370,288,B-26324,2023-08-31,11,2
371,289,B-26324,2021-06-06,11,2
372,290,B-26945,2022-12-21,11,2
373,323,B-25925,2022-01-11,11,2
374,434,B-25316,2022-11-03,11,2
375,474,B-25153,2023-03-21,11,2
376,489,B-25881,2024-05-02,11,2
377,531,B-26712,2021-12-01,11,2
378,614,B-26904,2024-05-08,11,2
379,738,B-25198,2023-04-25,11,2
380,797,B-25350,2023-09-23,11,2
381,19,B-25394,2022-10-30,12,2
382,76,B-25915,2024-02-01,12,2
383,107,B-26032,2023-12-24,12,2
384,150,B-25413,2020-05-22,12,2
385,252,B-26654,2021-02-18,12,2
386,256,B-25842,2022-12-27,12,2
387,279,B-25919,2022-03-20,12,2
388,328,B-26251,2023-06-04,12,2
389,490,B-25881,2024-11-21,12,2
390,499,B-25006,2022-11-16,12,2
391,518,B-26599,2022-08-28,12,2
392,546,B-25574,2024-11-25,12,2
393,561,B-26353,2024-11-22,12,2
394,657,B-26752,2022-08-11,12,2
395,788,B-25697,2021-05-25,12,2
396,795,B-25966,2021-06-14,12,2
397,18,B-26730,2021-04-05,16,2
398,105,B-26032,2020-08-21,16,2
399,123,B-25885,2021-03-06,16,2
400,160,B-26312,2023-01-28,16,2
401,222,B-26955,2024-04-07,16,2
402,273,B-26153,2022-05-18,16,2
403,293,B-25746,2021-04-04,16,2
404,326,B-25602,2022-08-30,16,2
405,395,B-25120,2023-03-10,16,2
406,547,B-25574,2021-10-29,16,2
407,603,B-25971,2021-07-18,16,2
408,743,B-25965,2021-03-05,16,2
409,749,B-26628,2024-09-19,16,2
410,763,B-26420,2021-12-07,16,2
411,20,B-25394,2022-01-15,13,2
412,153,B-26209,2024-03-17,13,2
413,159,B-26312,2021-09-15,13,2
414,188,B-26453,2023-01-17,13,2
415,192,B-25486,2024-02-02,13,2
416,255,B-25842,2024-01-22,13,2
417,559,B-26353,2023-02-03,13,2
418,564,B-26038,2024-10-08,13,2
419,577,B-26573,2020-04-16,13,2
420,587,B-26598,2022-02-22,13,2
421,633,B-25935,2020-09-09,13,2
422,658,B-26752,2022-08-12,13,2
423,681,B-25940,2025-01-25,13,2
424,734,B-25630,2022-07-26,13,2
425,141,B-25038,2023-04-28,14,2
426,143,B-25038,2024-05-14,14,2
427,197,B-26489,2023-10-27,14,2
428,247,B-26805,2023-06-15,14,2
429,302,B-26678,2021-06-11,14,2
430,368,B-26726,2021-11-29,14,2
431,453,B-25065,2023-05-03,14,2
432,571,B-26505,2020-09-21,14,2
433,623,B-25715,2020-12-31,14,2
434,662,B-26912,2020-12-27,14,2
435,750,B-26628,2020-04-05,14,2
436,764,B-26420,2025-01-06,14,2
437,766,B-26257,2020-04-19,14,2
438,37,B-26026,2024-12-12,15,2
439,44,B-26076,2024-09-24,15,2
440,131,B-25861,2022-03-28,15,2
441,157,B-26969,2024-03-02,15,2
442,190,B-26425,2024-05-01,15,2
443,225,B-26299,2023-03-01,15,2
444,403,B-25809,2022-03-08,15,2
445,529,B-26383,2023-05-19,15,2
446,536,B-25541,2023-05-04,15,2
447,563,B-26965,2022-01-18,15,2
448,624,B-25715,2022-04-15,15,2
449,791,B-25665,2021-07-12,15,2
450,92,B-25983,2020-05-14,17,2
451,267,B-26119,2023-09-20,17,2
452,404,B-25809,2022-12-08,17,2
453,510,B-26819,2021-08-17,17,2
454,566,B-25970,2023-12-14,17,2
455,641,B-25471,2024-11-27,17,2
456,756,B-25839,2024-10-15,17,2
457,168,B-26677,2020-12-13,18,2
458,248,B-25620,2023-10-18,18,2
459,294,B-25232,2021-02-12,18,2
460,421,B-25148,2022-08-10,18,2
461,502,B-26106,2020-08-10,18,2
462,585,B-26598,2024-03-27,18,2
463,652,B-25401,2023-08-04,18,2
464,663,B-26912,2023-09-04,18,2
465,669,B-25836,2022-07-28,18,2
466,693,B-26980,2022-10-31,18,2
467,715,B-25483,2021-09-06,18,2
468,792,B-25665,2020-03-22,18,2
469,34,B-25568,2022-03-25,1,5
470,52,B-25326,2021-08-17,1,5
471,258,B-25427,2020-04-04,1,5
472,261,B-26224,2023-12-13,1,5
473,292,B-26046,2022-12-05,1,5
474,347,B-26516,2021-11-11,1,5
475,469,B-25790,2021-02-14,1,5
476,588,B-26643,2022-02-11,1,5
477,671,B-26661,2024-02-13,1,5
478,710,B-25298,2021-10-06,1,5
479,726,B-25352,2023-04-17,1,5
480,98,B-25042,2024-05-31,2,5
481,106,B-26032,2023-04-17,2,5
482,163,B-26166,2022-08-23,2,5
483,214,B-26144,2024-08-23,2,5
484,226,B-26743,2020-10-02,2,5
485,259,B-26224,2023-01-22,2,5
486,389,B-26145,2021-11-20,2,5
487,433,B-26222,2022-06-29,2,5
488,444,B-26352,2023-07-18,2,5
489,508,B-25759,2020-11-10,2,5
490,758,B-26120,2023-04-09,2,5
491,125,B-25004,2023-09-01,3,5
492,137,B-25223,2022-01-15,3,5
493,146,B-25747,2021-05-12,3,5
494,227,B-26743,2020-06-23,3,5
495,246,B-25744,2022-01-14,3,5
496,285,B-26883,2020-11-23,3,5
497,299,B-25251,2020-04-27,3,5
498,406,B-25477,2022-07-05,3,5
499,712,B-26734,2022-05-23,3,5
500,720,B-26929,2020-08-05,3,5
501,21,B-26157,2023-12-14,4,5
502,35,B-26730,2022-02-26,4,5
503,74,B-26564,2024-02-16,4,5
504,86,B-26332,2021-11-16,4,5
505,200,B-26557,2022-05-30,4,5
506,201,B-25243,2024-06-16,4,5
507,231,B-26088,2020-07-16,4,5
508,237,B-26019,2025-03-14,4,5
509,401,B-25703,2023-04-19,4,5
510,679,B-26844,2021-06-05,4,5
511,709,B-25298,2021-11-24,4,5
512,777,B-25436,2020-12-24,4,5
513,28,B-25730,2023-08-21,5,5
514,38,B-26026,2023-04-06,5,5
515,87,B-26332,2022-08-17,5,5
516,176,B-25573,2020-08-16,5,5
517,301,B-25464,2020-10-23,5,5
518,371,B-25430,2021-06-27,5,5
519,520,B-25705,2021-04-27,5,5
520,729,B-26112,2023-11-18,5,5
521,17,B-26232,2021-12-17,6,5
522,65,B-25510,2021-03-03,6,5
523,149,B-26613,2022-06-18,6,5
524,373,B-25283,2022-08-09,6,5
525,450,B-25832,2025-02-24,6,5
526,455,B-26033,2022-08-21,6,5
527,487,B-25978,2024-04-10,6,5
528,606,B-25823,2022-09-29,6,5
529,631,B-25605,2023-07-28,6,5
530,694,B-25780,2022-05-15,6,5
531,717,B-26041,2021-10-06,6,5
532,753,B-25684,2020-04-29,6,5
533,10,B-25238,2023-11-09,7,5
534,77,B-25915,2021-09-09,7,5
535,120,B-26571,2022-10-20,7,5
536,211,B-25545,2023-10-07,7,5
537,223,B-26059,2022-04-24,7,5
538,271,B-26845,2021-09-30,7,5
539,280,B-26978,2025-03-07,7,5
540,677,B-26844,2022-08-30,7,5
541,683,B-26765,2023-01-06,7,5
542,754,B-25684,2023-03-16,7,5
543,15,B-25553,2024-05-30,8,5
544,27,B-25730,2020-10-17,8,5
545,90,B-26507,2023-12-16,8,5
546,127,B-25025,2021-03-25,8,5
547,166,B-26068,2020-08-28,8,5
548,195,B-26125,2023-10-13,8,5
549,269,B-26988,2021-12-03,8,5
550,304,B-25962,2022-10-31,8,5
551,405,B-25477,2024-07-27,8,5
552,419,B-26034,2023-12-28,8,5
553,445,B-26352,2022-05-16,8,5
554,486,B-26910,2024-04-29,8,5
555,85,B-26332,2022-06-10,9,5
556,94,B-26759,2024-11-10,9,5
557,136,B-25112,2023-01-29,9,5
558,178,B-26277,2022-02-24,9,5
559,182,B-26723,2023-12-09,9,5
560,198,B-26489,2021-02-09,9,5
561,230,B-26772,2022-08-01,9,5
562,359,B-26215,2023-04-07,9,5
563,417,B-26580,2023-04-17,9,5
564,581,B-25827,2021-08-17,9,5
565,697,B-26767,2021-06-03,9,5
566,14,B-25104,2020-11-28,10,5
567,78,B-25915,2021-09-08,10,5
568,243,B-25267,2022-08-21,10,5
569,272,B-25099,2021-12-22,10,5
570,357,B-25166,2024-06-06,10,5
571,372,B-25266,2023-12-04,10,5
572,545,B-25888,2024-10-31,10,5
573,565,B-25317,2020-06-21,10,5
574,730,B-26112,2022-01-19,10,5
575,778,B-25436,2022-10-07,10,5
576,88,B-25303,2021-11-23,11,5
577,175,B-26035,2021-12-31,11,5
578,196,B-26489,2022-10-08,11,5
579,390,B-26145,2020-05-13,11,5
580,402,B-25703,2023-10-29,11,5
581,407,B-26018,2024-07-04,11,5
582,424,B-25762,2024-05-24,11,5
583,535,B-26924,2021-02-28,11,5
584,601,B-26735,2022-01-25,11,5
585,713,B-26734,2023-11-28,11,5
586,723,B-25738,2022-01-13,11,5
587,18,B-26232,2023-02-03,12,5
588,25,B-25032,2024-08-06,12,5
589,64,B-25510,2023-05-08,12,5
590,66,B-25510,2021-03-18,12,5
591,76,B-25915,2024-02-01,12,5
592,107,B-26032,2023-12-24,12,5
593,124,B-25004,2020-06-17,12,5
594,155,B-26601,2024-03-13,12,5
595,251,B-25131,2022-06-27,12,5
596,327,B-26592,2022-10-07,12,5
597,328,B-26251,2023-06-04,12,5
598,446,B-26528,2024-06-16,12,5
599,498,B-25801,2022-06-04,12,5
600,643,B-25398,2021-11-01,12,5
601,696,B-26767,2021-12-13,12,5
602,711,B-25298,2025-01-27,12,5
603,714,B-26734,2023-01-18,12,5
604,18,B-26730,2021-04-05,16,5
605,54,B-26795,2023-07-16,16,5
606,105,B-26032,2020-08-21,16,5
607,123,B-25885,2021-03-06,16,5
608,134,B-25112,2022-12-20,16,5
609,135,B-25112,2022-01-16,16,5
610,181,B-26723,2022-12-08,16,5
611,260,B-26224,2022-04-12,16,5
612,300,B-25251,2024-05-13,16,5
613,306,B-25962,2023-11-12,16,5
614,492,B-25237,2023-05-14,16,5
615,53,B-25326,2022-05-16,13,5
616,228,B-26743,2023-08-21,13,5
617,332,B-26986,2025-03-08,13,5
618,416,B-26580,2020-10-21,13,5
619,456,B-26017,2022-04-16,13,5
620,522,B-26366,2021-05-16,13,5
621,558,B-26367,2021-12-25,13,5
622,688,B-25681,2022-05-17,13,5
623,89,B-25303,2023-03-04,14,5
624,156,B-25894,2023-03-21,14,5
625,197,B-26489,2023-10-27,14,5
626,333,B-25990,2022-12-25,14,5
627,491,B-25237,2022-03-17,14,5
628,615,B-26456,2024-03-30,14,5
629,637,B-25346,2022-08-23,14,5
630,684,B-26817,2020-10-11,14,5
631,26,B-25730,2022-01-05,15,5
632,37,B-26026,2024-12-12,15,5
633,67,B-25510,2023-04-24,15,5
634,183,B-25526,2022-07-16,15,5
635,225,B-26299,2023-03-01,15,5
636,350,B-26120,2020-07-04,15,5
637,356,B-25166,2023-02-23,15,5
638,447,B-26528,2021-10-23,15,5
639,521,B-26366,2021-08-21,15,5
640,638,B-25346,2021-03-12,15,5
641,678,B-26844,2025-02-27,15,5
642,722,B-25738,2021-05-15,15,5
643,73,B-26287,2024-07-02,17,5
644,96,B-26365,2024-07-05,17,5
645,147,B-25747,2023-09-17,17,5
646,305,B-25962,2023-11-06,17,5
647,337,B-26402,2021-08-10,17,5
648,388,B-25462,2024-08-21,17,5
649,397,B-26146,2024-07-28,17,5
650,428,B-25515,2022-03-16,17,5
651,506,B-25813,2021-03-13,17,5
652,568,B-25580,2025-03-15,17,5
653,622,B-25770,2022-10-30,17,5
654,642,B-25398,2022-01-10,17,5
655,654,B-26225,2024-12-14,17,5
656,779,B-25794,2021-10-05,17,5
657,245,B-25511,2025-01-29,18,5
658,291,B-26405,2024-02-12,18,5
659,303,B-25962,2022-11-23,18,5
660,716,B-26041,2021-02-22,18,5
661,39,B-25295,2024-01-28,1,4
662,91,B-25983,2024-05-19,1,4
663,108,B-25171,2022-03-20,1,4
664,179,B-26508,2024-02-25,1,4
665,180,B-26508,2021-06-15,1,4
666,229,B-26757,2022-07-16,1,4
667,283,B-26554,2024-10-01,1,4
668,319,B-26397,2024-09-21,1,4
669,353,B-26906,2021-08-09,1,4
670,369,B-26136,2021-06-13,1,4
671,381,B-25456,2024-02-11,1,4
672,439,B-25465,2020-06-24,1,4
673,540,B-25855,2022-08-28,1,4
674,584,B-25043,2022-11-07,1,4
675,632,B-25810,2021-11-27,1,4
676,747,B-26393,2024-02-07,1,4
677,82,B-25916,2022-12-07,2,4
678,106,B-26032,2023-04-17,2,4
679,214,B-26144,2024-08-23,2,4
680,324,B-25925,2021-02-17,2,4
681,346,B-25953,2021-11-13,2,4
682,433,B-26222,2022-06-29,2,4
683,514,B-26878,2020-10-01,2,4
684,543,B-26159,2024-04-16,2,4
685,583,B-25646,2020-08-24,2,4
686,620,B-26279,2023-02-17,2,4
687,773,B-25889,2023-05-31,2,4
688,794,B-26659,2022-02-18,2,4
689,36,B-25372,2020-11-16,3,4
690,93,B-25156,2021-08-29,3,4
691,194,B-26890,2024-06-07,3,4
692,246,B-25744,2022-01-14,3,4
693,249,B-25620,2022-06-13,3,4
694,274,B-25060,2020-10-08,3,4
695,411,B-25492,2021-12-14,3,4
696,440,B-25465,2022-12-23,3,4
697,452,B-25713,2021-01-03,3,4
