order_item_id,order_pk,product_id,quantity,amount,profit
115,72,2,1,2239.0,828.0
116,88,2,11,2701.0,322.0
117,101,2,10,4569.0,1693.0
118,128,2,12,9399.0,1949.0
119,131,2,5,9683.0,1014.0
120,133,2,17,7759.0,3741.0
121,144,2,5,9683.0,1014.0
122,147,2,19,1518.0,159.0
123,158,2,5,9683.0,1014.0
124,177,2,15,6351.0,986.0
125,183,2,15,6351.0,986.0
126,191,2,5,9683.0,1014.0
127,198,2,19,6669.0,3063.0
128,216,2,12,7131.0,718.0
129,246,2,3,9382.0,1085.0
130,262,2,12,9869.0,4299.0
131,284,2,7,4734.0,958.0
132,286,2,19,5916.0,1594.0
133,287,2,19,5916.0,1594.0
134,289,2,6,9369.0,3297.0
135,307,2,6,9369.0,3297.0
136,328,2,3,9382.0,1085.0
137,356,2,2,9562.0,325.0
138,359,2,12,9869.0,4299.0
139,372,2,15,7377.0,320.0
140,374,2,12,5462.0,673.0
141,379,2,11,9840.0,3870.0
142,392,2,7,5313.0,2037.0
143,394,2,18,8422.0,893.0
144,399,2,18,4948.0,2356.0
145,406,2,7,5313.0,2037.0
146,422,2,18,8422.0,893.0
147,463,2,13,6017.0,2230.0
148,475,2,8,2792.0,1008.0
149,476,2,10,5832.0,2588.0
150,479,2,18,3333.0,700.0
151,505,2,19,9057.0,1888.0
152,535,2,9,9548.0,1806.0
153,541,2,11,762.0,92.0
154,556,2,20,4441.0,281.0
155,573,2,5,2472.0,211.0
156,600,2,13,9215.0,767.0
157,619,2,17,5379.0,2510.0
158,649,2,18,2239.0,1094.0
159,654,2,13,9215.0,767.0
160,676,2,18,2258.0,135.0
161,678,2,14,5167.0,253.0
162,699,2,17,1093.0,397.0
163,710,2,11,6385.0,2656.0
164,711,2,7,6236.0,2839.0
165,714,2,20,8680.0,4068.0
166,719,2,4,3574.0,851.0
167,744,2,20,8680.0,4068.0
168,755,2,7,6236.0,2839.0
169,756,2,10,8059.0,1834.0
170,757,2,10,8059.0,1834.0
171,777,2,4,3423.0,804.0
172,778,2,4,3423.0,804.0
173,798,2,10,8059.0,1834.0
174,802,2,18,2258.0,135.0
175,807,2,14,6864.0,1824.0
176,809,2,4,3423.0,804.0
177,818,2,20,9538.0,3158.0
178,819,2,14,5167.0,253.0
179,831,2,14,5167.0,253.0
180,844,2,17,1093.0,397.0
181,853,2,4,3423.0,804.0
182,861,2,20,9538.0,3158.0
183,878,2,11,6385.0,2656.0
184,888,2,4,3423.0,804.0
185,893,2,17,1093.0,397.0
186,900,2,7,9884.0,4446.0
187,909,2,2,6252.0,1377.0
188,922,2,13,7967.0,2504.0
189,946,2,3,2737.0,1253.0
190,947,2,16,8974.0,4441.0
191,976,2,20,523.0,95.0
192,978,2,7,5457.0,1765.0
193,981,2,19,4591.0,1941.0
194,982,2,18,6488.0,1591.0
195,1033,2,18,6488.0,1591.0
196,1035,2,5,5151.0,1680.0
197,1037,2,15,1156.0,74.0
198,1061,2,13,1860.0,457.0
199,1068,2,13,7967.0,2504.0
200,2,12,7,8586.0,3826.0
201,32,12,1,1126.0,55.0
202,34,12,20,1085.0,301.0
203,46,12,17,1496.0,662.0
204,53,12,14,7826.0,1221.0
205,69,12,14,7826.0,1221.0
206,79,12,5,3659.0,379.0
207,80,12,10,2401.0,1163.0
208,89,12,7,1486.0,114.0
209,108,12,10,5354.0,743.0
210,126,12,10,2401.0,1163.0
211,129,12,17,1496.0,662.0
212,132,12,14,7826.0,1221.0
213,135,12,9,1368.0,406.0
214,139,12,19,3084.0,611.0
215,167,12,19,9574.0,4045.0
216,175,12,3,3518.0,1051.0
217,204,12,7,1486.0,114.0
218,210,12,10,2401.0,1163.0
219,213,12,1,1126.0,55.0
220,215,12,7,8586.0,3826.0
221,258,12,20,531.0,189.0
222,278,12,15,6940.0,253.0
223,281,12,16,3083.0,1151.0
224,299,12,15,2695.0,914.0
225,304,12,12,2137.0,638.0
226,326,12,18,9789.0,2071.0
227,337,12,5,9752.0,3618.0
228,363,12,9,6093.0,3042.0
229,377,12,19,6586.0,1794.0
230,388,12,8,4539.0,1155.0
231,396,12,9,6093.0,3042.0
232,465,12,15,2695.0,914.0
233,466,12,5,9752.0,3618.0
234,467,12,9,3129.0,55.0
235,520,12,5,1476.0,247.0
236,522,12,12,2478.0,92.0
237,525,12,3,4395.0,1663.0
238,539,12,6,535.0,72.0
239,545,12,20,9895.0,1598.0
240,547,12,5,1033.0,254.0
241,561,12,20,7344.0,2598.0
242,563,12,13,4007.0,201.0
243,565,12,19,6724.0,1539.0
244,570,12,19,6248.0,1168.0
245,574,12,5,1476.0,247.0
246,581,12,18,3098.0,957.0
247,589,12,12,2478.0,92.0
248,590,12,12,2478.0,92.0
249,601,12,19,6724.0,1539.0
250,618,12,13,4007.0,201.0
251,626,12,17,6967.0,3257.0
252,633,12,12,2478.0,92.0
253,635,12,12,3927.0,1133.0
254,637,12,19,6248.0,1168.0
255,656,12,16,7417.0,1334.0
256,681,12,10,4985.0,1920.0
257,698,12,10,2727.0,543.0
258,700,12,14,2995.0,220.0
259,754,12,10,4985.0,1920.0
260,768,12,10,2727.0,543.0
261,789,12,11,5011.0,866.0
262,791,12,19,622.0,218.0
263,826,12,19,8218.0,1430.0
264,828,12,8,6105.0,1447.0
265,836,12,13,8956.0,3359.0
266,846,12,8,6105.0,1447.0
267,848,12,11,5011.0,866.0
268,889,12,2,9640.0,2606.0
269,895,12,3,611.0,300.0
270,915,12,15,5234.0,2021.0
271,921,12,19,6732.0,911.0
272,928,12,15,6187.0,2344.0
273,940,12,9,5994.0,2826.0
274,948,12,9,5994.0,2826.0
275,950,12,15,9078.0,2213.0
276,983,12,11,6449.0,2628.0
277,995,12,14,5911.0,2333.0
278,1021,12,14,5911.0,2333.0
279,1029,12,9,5994.0,2826.0
280,1050,12,3,1931.0,551.0
281,1067,12,12,5402.0,1666.0
282,1071,12,13,3309.0,177.0
283,1077,12,3,4027.0,1386.0
284,1078,12,11,6449.0,2628.0
285,1080,12,18,810.0,231.0
286,1088,12,15,5234.0,2021.0
287,1093,12,4,4863.0,2394.0
288,8,11,2,5449.0,2389.0
289,12,11,3,5427.0,728.0
290,16,11,7,6009.0,2107.0
291,22,11,14,5152.0,2045.0
292,25,11,15,7484.0,2871.0
293,56,11,9,9536.0,1437.0
294,64,11,15,7484.0,2871.0
295,68,11,17,2863.0,205.0
296,73,11,14,5152.0,2045.0
297,84,11,6,992.0,177.0
298,103,11,14,5152.0,2045.0
299,112,11,11,9380.0,414.0
300,113,11,17,2863.0,205.0
301,121,11,14,5152.0,2045.0
302,136,11,20,5900.0,1738.0
303,161,11,7,6009.0,2107.0
304,171,11,13,7838.0,1142.0
305,193,11,16,3273.0,85.0
306,201,11,17,2863.0,205.0
307,207,11,18,2685.0,379.0
308,218,11,18,2685.0,379.0
309,220,11,7,4918.0,1485.0
310,224,11,10,6671.0,2797.0
311,244,11,4,2450.0,1002.0
312,254,11,11,2750.0,1239.0
313,258,11,20,4911.0,186.0
314,264,11,10,798.0,308.0
315,271,11,9,6528.0,76.0
316,296,11,16,3124.0,138.0
317,297,11,4,2450.0,1002.0
318,298,11,11,1045.0,267.0
319,303,11,6,7122.0,1836.0
320,316,11,6,7644.0,2428.0
321,332,11,11,1045.0,267.0
322,343,11,6,7122.0,1836.0
323,361,11,6,7566.0,606.0
324,405,11,6,7122.0,1836.0
325,418,11,5,8400.0,267.0
326,423,11,6,7566.0,606.0
327,428,11,19,7664.0,1753.0
328,432,11,13,8158.0,2052.0
329,439,11,11,2750.0,1239.0
330,443,11,9,2776.0,887.0
331,445,11,10,798.0,308.0
332,446,11,11,1045.0,267.0
333,453,11,1,8762.0,3502.0
334,481,11,1,8346.0,1176.0
335,492,11,7,2521.0,906.0
336,493,11,1,2962.0,1470.0
337,503,11,19,7909.0,1942.0
338,526,11,18,6077.0,2378.0
339,529,11,6,4026.0,163.0
340,531,11,12,9498.0,256.0
341,537,11,17,6212.0,1881.0
342,571,11,11,4164.0,905.0
343,592,11,1,8346.0,1176.0
344,606,11,1,8346.0,1176.0
345,617,11,4,7900.0,482.0
346,645,11,1,2962.0,1470.0
347,651,11,9,702.0,238.0
348,655,11,2,1992.0,355.0
349,660,11,12,9498.0,256.0
350,666,11,17,6008.0,2498.0
351,674,11,8,2727.0,663.0
352,683,11,3,1078.0,309.0
353,697,11,8,2280.0,509.0
354,698,11,4,599.0,265.0
355,716,11,3,1843.0,248.0
356,749,11,3,8490.0,3485.0
357,760,11,16,9090.0,3098.0
358,768,11,4,599.0,265.0
359,773,11,19,4358.0,526.0
360,773,11,8,6459.0,825.0
361,776,11,12,3297.0,102.0
362,785,11,16,9090.0,3098.0
363,789,11,12,4051.0,1848.0
364,795,11,15,8994.0,1481.0
365,808,11,12,3297.0,102.0
366,811,11,20,6707.0,1041.0
367,817,11,19,4358.0,526.0
368,817,11,8,6459.0,825.0
369,820,11,18,3944.0,1559.0
370,821,11,6,9300.0,3146.0
371,848,11,12,4051.0,1848.0
372,852,11,12,3297.0,102.0
373,854,11,6,992.0,64.0
374,860,11,3,1843.0,248.0
375,871,11,3,1078.0,309.0
376,906,11,6,2850.0,904.0
377,914,11,6,2850.0,904.0
378,925,11,8,2082.0,642.0
379,927,11,1,5442.0,1610.0
380,968,11,10,8055.0,661.0
381,974,11,8,2082.0,642.0
382,989,11,9,4544.0,1726.0
383,999,11,10,8055.0,661.0
384,1001,11,1,7163.0,1536.0
385,1015,11,8,2082.0,642.0
386,1036,11,11,7478.0,1381.0
387,1040,11,8,6034.0,608.0
388,1081,11,10,8055.0,661.0
389,9,3,4,2349.0,319.0
390,17,3,6,8204.0,2382.0
391,19,3,20,6016.0,431.0
392,36,3,6,8204.0,2382.0
393,75,3,2,9808.0,2117.0
394,81,3,14,3411.0,1704.0
395,83,3,10,8178.0,2462.0
396,98,3,10,7600.0,1098.0
397,104,3,7,916.0,362.0
398,124,3,8,2514.0,95.0
399,125,3,8,8468.0,3666.0
400,149,3,18,1755.0,495.0
401,156,3,8,2740.0,558.0
402,162,3,5,1167.0,463.0
403,173,3,7,916.0,362.0
404,196,3,8,2740.0,558.0
405,231,3,12,1525.0,185.0
406,238,3,17,5831.0,1574.0
407,243,3,9,3137.0,571.0
408,249,3,16,2957.0,917.0
409,261,3,12,9084.0,3253.0
410,267,3,7,5470.0,292.0
411,274,3,12,1525.0,185.0
412,283,3,9,4853.0,1764.0
413,291,3,10,1603.0,361.0
414,294,3,8,914.0,400.0
415,314,3,4,4183.0,1159.0
416,318,3,20,9992.0,3696.0
417,319,3,20,9992.0,3696.0
418,321,3,9,8856.0,2020.0
419,335,3,7,5470.0,292.0
420,336,3,20,2284.0,149.0
421,341,3,12,3956.0,142.0
422,345,3,6,6147.0,2526.0
423,346,3,2,4904.0,469.0
424,358,3,17,5831.0,1574.0
425,362,3,9,8848.0,2090.0
426,366,3,20,9992.0,3696.0
427,381,3,20,3686.0,760.0
428,390,3,17,5831.0,1574.0
429,404,3,9,4853.0,1764.0
430,411,3,20,3686.0,760.0
431,412,3,17,4404.0,858.0
432,438,3,10,1603.0,361.0
433,441,3,9,8856.0,2020.0
434,451,3,12,3956.0,142.0
435,473,3,19,5024.0,1544.0
436,477,3,3,2386.0,999.0
437,480,3,7,8793.0,3010.0
438,490,3,8,2101.0,287.0
439,496,3,13,9751.0,2459.0
440,501,3,11,9337.0,554.0
441,507,3,20,6932.0,3218.0
442,538,3,13,7633.0,184.0
443,569,3,18,975.0,224.0
444,583,3,6,1083.0,501.0
445,588,3,3,5591.0,1696.0
446,596,3,1,9832.0,1270.0
447,607,3,12,9704.0,4339.0
448,621,3,19,7105.0,2782.0
449,636,3,8,2101.0,287.0
450,661,3,1,2025.0,528.0
451,680,3,1,3022.0,384.0
452,682,3,14,8706.0,3099.0
453,694,3,3,1379.0,250.0
454,721,3,15,3522.0,898.0
455,722,3,6,6934.0,1152.0
456,731,3,14,2975.0,462.0
457,732,3,16,2588.0,705.0
458,735,3,9,907.0,391.0
459,743,3,9,8681.0,2458.0
460,745,3,4,1778.0,285.0
461,751,3,1,3731.0,647.0
462,752,3,1,9849.0,963.0
463,779,3,17,9612.0,2572.0
464,810,3,6,6934.0,1152.0
465,812,3,1,3022.0,384.0
466,813,3,13,4369.0,584.0
467,820,3,12,6711.0,1045.0
468,823,3,15,796.0,153.0
469,837,3,15,7870.0,1057.0
470,838,3,18,8903.0,4401.0
471,851,3,19,2174.0,265.0
472,865,3,15,3522.0,898.0
473,872,3,15,7870.0,1057.0
474,892,3,13,4369.0,584.0
475,911,3,19,8639.0,3104.0
476,921,3,14,4495.0,1408.0
477,929,3,3,1165.0,51.0
478,930,3,15,1626.0,258.0
479,944,3,1,8490.0,800.0
480,953,3,3,3288.0,1477.0
481,965,3,5,7626.0,229.0
482,968,3,7,3573.0,562.0
483,969,3,6,3283.0,71.0
484,979,3,17,9905.0,633.0
485,992,3,17,1574.0,258.0
486,999,3,7,3573.0,562.0
487,1008,3,3,3288.0,1477.0
488,1012,3,2,3095.0,941.0
489,1020,3,13,1248.0,584.0
490,1024,3,11,2589.0,605.0
491,1039,3,9,670.0,85.0
492,1042,3,13,1248.0,584.0
493,1047,3,5,7626.0,229.0
494,1051,3,12,736.0,286.0
495,1053,3,15,972.0,106.0
496,1059,3,19,8639.0,3104.0
497,1066,3,11,2589.0,605.0
498,1070,3,2,3095.0,941.0
499,1076,3,17,9905.0,633.0
500,1081,3,7,3573.0,562.0
501,1084,3,8,782.0,374.0
502,1093,3,16,5165.0,885.0
503,9,6,14,8220.0,3882.0
504,40,6,1,697.0,116.0
505,86,6,19,2516.0,734.0
506,104,6,12,7846.0,677.0
507,150,6,12,7957.0,2834.0
508,152,6,17,1133.0,73.0
509,173,6,12,7846.0,677.0
510,180,6,1,697.0,116.0
511,194,6,8,5393.0,2642.0
512,202,6,10,1757.0,622.0
513,206,6,17,1133.0,73.0
514,207,6,14,9916.0,4602.0
515,218,6,14,9916.0,4602.0
516,221,6,10,1757.0,622.0
517,237,6,7,2379.0,279.0
518,256,6,2,738.0,342.0
519,290,6,18,5317.0,1345.0
520,292,6,4,7595.0,2873.0
521,300,6,2,738.0,342.0
522,301,6,13,9827.0,4208.0
523,304,6,12,2831.0,1289.0
524,305,6,15,4015.0,1751.0
525,306,6,16,3877.0,481.0
526,317,6,4,7595.0,2873.0
527,325,6,14,2346.0,388.0
528,330,6,14,4441.0,314.0
529,333,6,16,3877.0,481.0
530,340,6,17,8943.0,3121.0
531,355,6,14,2346.0,388.0
532,368,6,17,8943.0,3121.0
533,391,6,15,4015.0,1751.0
534,393,6,18,5317.0,1345.0
535,415,6,14,4215.0,432.0
536,417,6,18,5317.0,1345.0
537,425,6,2,738.0,342.0
538,426,6,2,738.0,342.0
539,427,6,17,8943.0,3121.0
540,454,6,14,9132.0,3096.0
541,455,6,9,1146.0,188.0
542,459,6,14,2346.0,388.0
543,471,6,2,5035.0,2008.0
544,487,6,17,8089.0,3132.0
545,489,6,2,5014.0,2332.0
546,497,6,6,2895.0,104.0
547,502,6,3,8636.0,3192.0
548,517,6,4,6145.0,1414.0
549,536,6,9,3900.0,115.0
550,572,6,6,8858.0,3394.0
551,597,6,7,883.0,127.0
552,604,6,3,8636.0,3192.0
553,612,6,6,2895.0,104.0
554,634,6,14,2666.0,559.0
555,658,6,18,7497.0,319.0
556,675,6,5,1894.0,275.0
557,690,6,16,9820.0,793.0
558,724,6,8,5410.0,2456.0
559,726,6,18,4046.0,417.0
560,740,6,11,1397.0,686.0
561,751,6,1,3428.0,350.0
562,753,6,13,7930.0,1981.0
563,800,6,1,7895.0,1005.0
564,830,6,16,5224.0,1958.0
565,858,6,1,7895.0,1005.0
566,866,6,13,7930.0,1981.0
567,881,6,8,5410.0,2456.0
568,919,6,9,6109.0,3040.0
569,920,6,14,9279.0,552.0
570,945,6,5,5694.0,1134.0
571,954,6,6,2321.0,505.0
572,959,6,13,1638.0,661.0
573,962,6,5,5694.0,1134.0
574,963,6,1,9694.0,4361.0
575,971,6,9,6109.0,3040.0
576,973,6,19,3760.0,1849.0
577,987,6,19,3760.0,1849.0
578,996,6,1,5343.0,655.0
579,1016,6,14,9035.0,1227.0
580,1023,6,14,9279.0,552.0
581,1026,6,15,4037.0,1494.0
582,1055,6,19,3760.0,1849.0
583,1056,6,19,3760.0,1849.0
584,1060,6,14,9035.0,1227.0
585,1074,6,2,9730.0,2341.0
586,9,7,4,7377.0,2049.0
587,13,7,15,7019.0,2677.0
588,28,7,3,3451.0,658.0
589,29,7,13,914.0,163.0
590,38,7,12,1290.0,204.0
591,41,7,5,8102.0,1800.0
592,48,7,16,5338.0,1354.0
593,49,7,16,5338.0,1354.0
594,66,7,16,5338.0,1354.0
595,87,7,4,3808.0,1192.0
596,106,7,5,7434.0,2851.0
597,111,7,19,9272.0,1771.0
598,127,7,13,8537.0,3586.0
599,141,7,19,9272.0,1771.0
600,163,7,1,5196.0,2477.0
601,165,7,12,7784.0,2937.0
602,168,7,12,1290.0,204.0
603,172,7,5,8102.0,1800.0
604,181,7,16,9406.0,1137.0
605,187,7,6,6584.0,371.0
606,192,7,20,6381.0,2763.0
607,197,7,5,9775.0,4507.0
608,205,7,5,8102.0,1800.0
609,209,7,6,6584.0,371.0
610,229,7,16,5338.0,1354.0
611,233,7,13,8850.0,279.0
612,234,7,16,7521.0,3457.0
613,248,7,16,8769.0,3178.0
614,263,7,4,655.0,297.0
615,266,7,5,2047.0,914.0
616,275,7,1,6851.0,2812.0
617,286,7,19,6402.0,2770.0
618,287,7,19,6402.0,2770.0
619,288,7,4,655.0,297.0
620,313,7,20,6956.0,318.0
621,327,7,18,8141.0,3968.0
622,339,7,16,7521.0,3457.0
623,384,7,18,2465.0,699.0
624,444,7,8,4548.0,2135.0
625,452,7,8,4548.0,2135.0
626,460,7,18,8141.0,3968.0
627,478,7,6,8104.0,1039.0
628,491,7,16,9965.0,3033.0
629,498,7,7,7195.0,1665.0
630,511,7,6,8104.0,1039.0
631,512,7,3,8044.0,3634.0
632,549,7,18,6255.0,437.0
633,550,7,3,4202.0,1171.0
634,551,7,7,7195.0,1665.0
635,562,7,18,4171.0,1450.0
636,575,7,3,8044.0,3634.0
637,586,7,18,9909.0,2999.0
638,593,7,16,9965.0,3033.0
639,602,7,6,8104.0,1039.0
640,605,7,18,7380.0,1673.0
641,613,7,3,4202.0,1171.0
642,642,7,18,9909.0,2999.0
643,646,7,3,4202.0,1171.0
644,649,7,1,4932.0,1153.0
645,659,7,3,4202.0,1171.0
646,663,7,20,3234.0,1029.0
647,669,7,4,3665.0,802.0
648,686,7,5,3747.0,410.0
649,702,7,5,3747.0,410.0
650,706,7,13,9691.0,3056.0
651,717,7,20,1801.0,641.0
652,718,7,13,9691.0,3056.0
653,729,7,5,3747.0,410.0
654,738,7,15,7327.0,2596.0
655,759,7,5,3747.0,410.0
656,765,7,5,3348.0,568.0
657,775,7,13,9691.0,3056.0
658,780,7,15,7327.0,2596.0
659,784,7,1,7806.0,1127.0
660,792,7,20,9386.0,2555.0
661,797,7,19,8861.0,3381.0
662,830,7,11,5002.0,1801.0
663,833,7,1,2542.0,190.0
664,834,7,15,7327.0,2596.0
665,839,7,13,1518.0,155.0
666,845,7,5,3747.0,410.0
667,859,7,3,6123.0,1686.0
668,862,7,8,4957.0,1152.0
669,863,7,5,3348.0,568.0
670,867,7,20,9386.0,2555.0
671,879,7,4,3665.0,802.0
672,886,7,6,2062.0,848.0
673,913,7,10,4200.0,855.0
674,923,7,19,6673.0,950.0
675,937,7,15,8042.0,936.0
676,941,7,18,4699.0,625.0
677,955,7,15,8042.0,936.0
678,956,7,13,4220.0,945.0
679,978,7,2,3479.0,1087.0
680,985,7,16,1089.0,176.0
681,995,7,11,1818.0,738.0
682,997,7,16,4629.0,1660.0
683,1007,7,12,2054.0,371.0
684,1020,7,14,3669.0,154.0
685,1021,7,11,1818.0,738.0
686,1042,7,14,3669.0,154.0
687,1043,7,11,838.0,271.0
688,1044,7,2,9002.0,4197.0
689,1057,7,2,9002.0,4197.0
690,1075,7,10,4200.0,855.0
691,1086,7,2,5934.0,1563.0
692,1089,7,11,838.0,271.0
693,1091,7,13,4220.0,945.0
694,1095,7,7,7122.0,1982.0
695,1098,7,20,537.0,142.0
696,10,8,17,508.0,177.0
697,16,8,18,5846.0,586.0
698,37,8,16,1314.0,490.0
699,44,8,17,508.0,177.0
700,45,8,10,6951.0,164.0
701,57,8,4,8383.0,937.0
702,60,8,1,4115.0,1285.0
703,63,8,17,508.0,177.0
704,70,8,13,576.0,76.0
705,91,8,17,8982.0,448.0
706,93,8,5,1388.0,345.0
707,94,8,17,508.0,177.0
708,104,8,20,1165.0,302.0
709,116,8,3,1523.0,234.0
710,123,8,17,508.0,177.0
711,161,8,18,5846.0,586.0
712,166,8,1,3657.0,163.0
713,173,8,20,1165.0,302.0
714,174,8,15,3913.0,961.0
715,182,8,7,5518.0,867.0
716,186,8,15,3913.0,961.0
717,190,8,18,6485.0,3178.0
718,208,8,17,508.0,177.0
719,241,8,5,5193.0,2530.0
720,242,8,5,2799.0,1239.0
721,271,8,12,8930.0,3374.0
722,273,8,15,6646.0,848.0
723,308,8,15,6646.0,848.0
724,338,8,5,4968.0,934.0
725,340,8,3,6223.0,1478.0
726,353,8,11,6515.0,961.0
727,360,8,5,5193.0,2530.0
728,364,8,7,1954.0,294.0
729,368,8,3,6223.0,1478.0
730,383,8,5,2799.0,1239.0
731,398,8,5,2799.0,1239.0
732,400,8,16,1760.0,619.0
733,409,8,3,9609.0,4339.0
734,410,8,14,4897.0,1001.0
735,413,8,16,1760.0,619.0
736,419,8,8,6783.0,3306.0
737,427,8,3,6223.0,1478.0
738,435,8,3,9609.0,4339.0
739,436,8,14,4897.0,1001.0
740,461,8,8,7952.0,3865.0
741,469,8,12,7811.0,1538.0
742,484,8,12,7684.0,1157.0
743,486,8,12,7441.0,867.0
744,494,8,12,7684.0,1157.0
745,500,8,1,6087.0,3043.0
746,514,8,3,7355.0,1034.0
747,516,8,1,2119.0,196.0
748,518,8,11,7169.0,2385.0
749,524,8,5,5448.0,2204.0
750,527,8,8,6622.0,2673.0
751,559,8,18,5322.0,1423.0
752,576,8,11,770.0,241.0
753,579,8,12,7441.0,867.0
754,598,8,19,2663.0,64.0
755,610,8,18,5322.0,1423.0
756,616,8,12,7684.0,1157.0
757,623,8,11,770.0,241.0
758,629,8,8,6265.0,155.0
759,632,8,3,7355.0,1034.0
760,638,8,19,2663.0,64.0
761,640,8,8,6265.0,155.0
762,647,8,6,4314.0,1453.0
763,671,8,20,5632.0,2358.0
764,673,8,19,5263.0,1743.0
765,677,8,7,8175.0,525.0
766,684,8,1,7700.0,2712.0
767,688,8,4,526.0,83.0
768,701,8,16,9914.0,3858.0
769,703,8,15,7626.0,1046.0
770,704,8,19,4439.0,1712.0
771,707,8,7,2225.0,589.0
772,713,8,1,7700.0,2712.0
773,725,8,1,3024.0,1353.0
774,727,8,20,5632.0,2358.0
775,736,8,15,8077.0,240.0
776,769,8,4,7957.0,965.0
777,770,8,16,9914.0,3858.0
778,772,8,7,5461.0,1214.0
779,790,8,3,2334.0,484.0
780,803,8,10,7091.0,2317.0
781,804,8,7,8175.0,525.0
782,829,8,19,4439.0,1712.0
783,840,8,15,8776.0,2529.0
784,841,8,10,7346.0,1043.0
785,842,8,1,3024.0,1353.0
786,850,8,13,9316.0,3003.0
787,868,8,20,5632.0,2358.0
788,875,8,5,822.0,147.0
789,897,8,17,9109.0,586.0
790,903,8,17,5346.0,1246.0
791,904,8,13,5047.0,2211.0
792,908,8,15,3461.0,1537.0
793,910,8,15,9921.0,1451.0
794,912,8,13,5047.0,2211.0
795,926,8,15,3958.0,630.0
