order_item_id,customer_id,location_id,product_id,payment_id,date_id,quantity,amount,profit
81,51,4,2,1,51,5,5105.0,465.0
82,51,4,12,2,51,15,6940.0,253.0
83,594,14,9,3,51,8,2451.0,342.0
84,398,4,2,1,366,8,4609.0,1084.0
85,398,4,9,1,366,4,2328.0,788.0
86,398,4,2,2,366,7,4734.0,958.0
87,301,5,2,1,281,18,2504.0,440.0
88,301,5,11,2,281,16,3124.0,138.0
89,301,5,6,5,281,4,6145.0,1414.0
90,307,5,2,1,286,1,2239.0,828.0
91,307,5,11,2,286,4,2450.0,1002.0
92,149,6,2,1,144,11,2701.0,322.0
93,149,6,9,5,144,18,7273.0,2702.0
94,218,7,2,1,211,10,4569.0,1693.0
95,579,8,2,1,53,12,9399.0,1949.0
96,445,8,2,2,53,3,9382.0,1085.0
97,579,8,8,4,53,4,7957.0,965.0
98,445,8,5,5,53,19,4936.0,576.0
99,53,13,5,5,53,16,5578.0,277.0
100,32,9,2,1,31,5,9683.0,1014.0
101,32,9,5,3,31,6,3090.0,573.0
102,122,9,2,1,120,17,7759.0,3741.0
103,764,14,8,2,120,14,4897.0,1001.0
104,122,9,7,2,120,16,7521.0,3457.0
105,167,10,2,1,162,19,1518.0,159.0
106,485,1,5,3,162,7,8851.0,3962.0
107,31,11,2,1,30,5,9683.0,1014.0
108,31,11,5,3,30,6,3090.0,573.0
109,160,16,2,1,155,15,6351.0,986.0
110,160,16,8,2,155,16,1760.0,619.0
111,159,13,2,1,154,15,6351.0,986.0
112,159,13,8,2,154,16,1760.0,619.0
113,30,14,2,1,29,5,9683.0,1014.0
114,30,14,5,3,29,6,3090.0,573.0
115,706,14,2,1,588,19,6669.0,3063.0
116,147,17,2,1,142,12,7131.0,718.0
117,147,17,7,3,142,10,4200.0,855.0
118,147,17,11,5,142,1,2962.0,1470.0
119,437,1,3,1,139,4,2349.0,319.0
120,437,1,7,1,139,4,7377.0,2049.0
121,437,1,6,1,139,14,8220.0,3882.0
122,563,15,4,2,139,13,1592.0,480.0
123,437,1,6,2,139,7,2379.0,279.0
124,144,6,6,2,139,2,738.0,342.0
125,171,2,3,1,166,6,8204.0,2382.0
126,171,2,11,3,166,6,2850.0,904.0
127,215,2,3,1,208,20,6016.0,431.0
128,172,3,3,1,98,6,8204.0,2382.0
129,99,3,9,1,98,16,9883.0,4812.0
130,99,3,9,1,98,7,5210.0,1185.0
131,172,3,11,3,98,6,2850.0,904.0
132,355,5,3,1,328,2,9808.0,2117.0
133,572,5,3,1,489,14,3411.0,1704.0
134,661,5,3,1,553,10,8178.0,2462.0
135,10,7,3,1,10,10,7600.0,1098.0
136,10,7,9,5,10,18,7501.0,262.0
137,321,7,3,1,299,7,916.0,362.0
138,321,7,8,1,299,20,1165.0,302.0
139,321,7,6,1,299,12,7846.0,677.0
140,449,8,3,1,404,8,2514.0,95.0
141,486,8,3,1,82,8,8468.0,3666.0
142,83,11,8,1,82,18,5846.0,586.0
143,83,11,11,1,82,7,6009.0,2107.0
144,486,8,6,2,82,14,4441.0,314.0
145,83,11,8,4,82,7,8175.0,525.0
146,83,11,5,4,82,3,2858.0,230.0
147,486,8,5,5,82,9,9680.0,3295.0
148,193,10,3,1,187,18,1755.0,495.0
149,193,10,1,3,187,20,8020.0,3898.0
150,193,10,12,4,187,19,622.0,218.0
151,645,10,3,1,545,8,2740.0,558.0
152,645,10,6,4,545,1,7895.0,1005.0
153,170,11,3,1,165,5,1167.0,463.0
154,170,11,5,1,165,19,5680.0,2159.0
155,170,11,4,4,165,20,2841.0,803.0
156,322,12,3,1,300,7,916.0,362.0
157,322,12,8,1,300,20,1165.0,302.0
158,322,12,6,1,300,12,7846.0,677.0
159,418,17,12,3,300,18,810.0,231.0
160,416,13,12,5,300,13,4007.0,201.0
161,644,14,3,1,544,8,2740.0,558.0
162,644,14,6,4,544,1,7895.0,1005.0
163,439,1,8,1,398,17,508.0,177.0
164,439,1,5,4,398,16,717.0,158.0
165,82,2,8,1,81,18,5846.0,586.0
166,82,2,11,1,81,7,6009.0,2107.0
167,82,2,8,4,81,7,8175.0,525.0
168,82,2,5,4,81,3,2858.0,230.0
169,186,3,8,1,180,16,1314.0,490.0
170,186,3,10,2,180,7,1150.0,58.0
171,186,3,5,2,180,1,4390.0,179.0
172,389,2,8,5,180,12,7441.0,867.0
173,440,3,8,1,57,17,508.0,177.0
174,57,11,8,2,57,7,1954.0,294.0
175,420,8,7,2,57,18,8141.0,3968.0
176,420,8,8,3,57,14,1067.0,251.0
177,440,3,5,4,57,16,717.0,158.0
178,512,3,8,1,107,10,6951.0,164.0
179,109,7,5,2,107,12,4920.0,775.0
180,109,7,12,3,107,15,9078.0,2213.0
181,184,4,8,1,178,4,8383.0,937.0
182,374,4,8,1,157,1,4115.0,1285.0
183,374,4,5,1,157,12,4761.0,2231.0
184,162,15,12,1,157,7,1486.0,114.0
185,162,15,9,4,157,14,869.0,373.0
186,442,4,8,1,400,17,508.0,177.0
187,442,4,5,4,400,16,717.0,158.0
188,102,5,8,1,48,13,576.0,76.0
189,48,14,1,4,48,5,1591.0,727.0
190,102,5,2,4,48,4,3574.0,851.0
191,351,6,8,1,325,17,8982.0,448.0
192,351,6,9,2,325,5,4826.0,562.0
193,399,6,8,1,367,5,1388.0,345.0
194,479,15,3,3,367,11,2589.0,605.0
195,399,6,4,4,367,8,8555.0,1638.0
196,441,6,8,1,399,17,508.0,177.0
197,441,6,5,4,399,16,717.0,158.0
198,126,8,8,1,124,3,1523.0,234.0
199,126,8,1,2,124,7,9073.0,424.0
200,509,8,4,2,124,15,9879.0,4930.0
201,475,12,12,4,124,19,8218.0,1430.0
202,443,8,8,1,401,17,508.0,177.0
203,443,8,5,4,401,16,717.0,158.0
204,116,12,8,1,114,1,3657.0,163.0
205,736,15,4,3,114,17,5557.0,2114.0
206,427,12,8,1,388,15,3913.0,961.0
207,680,16,8,1,571,7,5518.0,867.0
208,426,13,8,1,387,15,3913.0,961.0
209,724,13,8,1,402,18,6485.0,3178.0
210,444,2,2,2,402,3,9382.0,1085.0
211,444,2,5,5,402,19,4936.0,576.0
212,438,15,8,1,397,17,508.0,177.0
213,438,15,5,4,397,16,717.0,158.0
214,346,2,10,1,203,19,6690.0,1001.0
215,210,14,2,4,203,4,3423.0,804.0
216,346,2,12,4,203,10,4985.0,1920.0
217,458,2,10,1,409,14,3224.0,1018.0
218,648,4,7,1,409,16,5338.0,1354.0
219,458,2,4,2,409,20,2710.0,555.0
220,620,2,10,1,526,4,3194.0,534.0
221,620,2,7,4,526,5,3747.0,410.0
222,618,3,10,1,175,4,3194.0,534.0
223,404,17,11,1,175,18,2685.0,379.0
224,404,17,6,1,175,14,9916.0,4602.0
225,404,17,7,2,175,8,4548.0,2135.0
226,404,17,1,4,175,14,6184.0,50.0
227,618,3,7,4,175,5,3747.0,410.0
228,725,7,4,4,175,10,7259.0,1969.0
229,181,16,8,5,175,18,5322.0,1423.0
230,423,4,10,1,361,10,3839.0,1415.0
231,393,18,5,1,361,2,3577.0,699.0
232,393,18,7,3,361,11,838.0,271.0
233,793,4,10,1,639,12,1961.0,59.0
234,422,5,10,1,385,10,3839.0,1415.0
235,630,10,11,3,385,1,7163.0,1536.0
236,621,5,10,1,527,4,3194.0,534.0
237,621,5,7,4,527,5,3747.0,410.0
238,391,6,10,1,79,7,1732.0,766.0
239,391,6,9,3,79,19,8788.0,3944.0
240,80,7,3,4,79,1,3731.0,647.0
241,80,7,10,4,79,12,7223.0,2433.0
242,80,7,6,4,79,1,3428.0,350.0
243,280,7,10,1,263,9,9776.0,3750.0
244,280,7,4,2,263,18,1108.0,167.0
245,280,7,12,5,263,6,535.0,72.0
246,345,7,10,1,320,19,6690.0,1001.0
247,345,7,12,4,320,10,4985.0,1920.0
248,617,7,10,1,525,4,3194.0,534.0
249,617,7,7,4,525,5,3747.0,410.0
250,68,8,10,1,5,7,9619.0,3420.0
251,5,1,3,2,5,12,1525.0,185.0
252,68,8,3,2,5,20,9992.0,3696.0
253,70,8,10,1,69,7,9619.0,3420.0
254,70,8,3,2,69,20,9992.0,3696.0
255,653,9,10,1,396,6,3080.0,737.0
256,436,4,1,2,396,3,8706.0,1724.0
257,653,9,3,2,396,2,4904.0,469.0
258,187,10,10,1,181,17,5635.0,318.0
259,187,10,8,2,181,11,6515.0,961.0
260,187,10,3,3,181,17,1574.0,258.0
261,69,11,10,1,68,7,9619.0,3420.0
262,624,15,5,1,68,16,2586.0,800.0
263,624,15,9,1,68,9,3757.0,1626.0
264,69,11,3,2,68,20,9992.0,3696.0
265,624,15,5,2,68,19,6089.0,139.0
266,619,13,10,1,500,4,3194.0,534.0
267,585,18,9,2,500,11,2636.0,88.0
268,585,18,2,4,500,17,1093.0,397.0
269,619,13,7,4,500,5,3747.0,410.0
270,762,14,10,1,595,12,4699.0,103.0
271,719,9,12,1,595,19,3084.0,611.0
272,118,15,10,1,116,9,949.0,301.0
273,118,15,10,3,116,6,6823.0,771.0
274,118,15,5,3,116,2,4364.0,831.0
275,530,1,5,1,462,5,3756.0,1318.0
276,787,1,5,1,335,3,2689.0,1330.0
277,362,5,6,4,335,8,5410.0,2456.0
278,625,2,5,1,529,16,2586.0,800.0
279,625,2,9,1,529,9,3757.0,1626.0
280,625,2,5,2,529,19,6089.0,139.0
281,36,3,5,1,36,14,5768.0,2059.0
282,36,3,5,2,36,20,1016.0,172.0
283,36,3,5,4,36,3,1217.0,151.0
284,9,4,5,1,9,9,1023.0,78.0
285,755,3,8,2,9,12,8930.0,3374.0
286,9,4,7,2,9,1,6851.0,2812.0
287,755,3,11,2,9,9,6528.0,76.0
288,611,17,9,3,9,13,5028.0,1553.0
289,209,9,2,4,9,4,3423.0,804.0
290,9,4,8,4,9,15,7626.0,1046.0
291,786,5,5,1,163,3,2689.0,1330.0
292,168,18,9,2,163,2,8581.0,2444.0
293,760,9,5,1,619,4,6672.0,3319.0
294,42,10,5,1,42,12,7533.0,3508.0
295,42,10,1,2,42,6,4074.0,1175.0
296,42,10,8,4,42,3,2334.0,484.0
297,42,10,10,4,42,16,4734.0,1178.0
298,60,10,5,1,60,8,8797.0,1010.0
299,60,10,4,2,60,5,9236.0,2899.0
300,60,10,4,3,60,13,5704.0,714.0
301,372,10,5,1,344,5,5389.0,2196.0
302,372,10,11,5,344,11,4164.0,905.0
303,488,10,5,1,433,17,3260.0,207.0
304,761,10,5,1,620,4,6672.0,3319.0
305,59,11,5,1,59,8,8797.0,1010.0
306,59,11,4,2,59,5,9236.0,2899.0
307,59,11,4,3,59,13,5704.0,714.0
308,534,11,5,1,465,14,714.0,232.0
309,392,13,5,1,360,2,3577.0,699.0
310,392,13,7,3,360,11,838.0,271.0
311,533,13,5,1,464,14,714.0,232.0
312,714,12,5,5,464,17,847.0,355.0
313,623,14,5,1,528,16,2586.0,800.0
314,623,14,9,1,528,9,3757.0,1626.0
315,623,14,5,2,528,19,6089.0,139.0
316,96,17,5,1,95,14,1895.0,391.0
317,96,17,10,5,95,13,5323.0,322.0
318,415,18,5,1,382,10,8945.0,1728.0
319,199,2,9,1,193,20,8769.0,1989.0
320,414,3,9,1,381,6,9653.0,2471.0
321,100,4,9,1,99,16,9883.0,4812.0
322,100,4,9,1,99,7,5210.0,1185.0
323,657,12,2,2,99,18,8422.0,893.0
324,651,11,3,3,99,2,3095.0,941.0
325,657,12,12,4,99,8,6105.0,1447.0
326,493,5,9,1,437,20,4116.0,921.0
327,495,5,9,1,439,15,1109.0,418.0
328,101,7,9,1,100,16,9883.0,4812.0
329,101,7,9,1,100,7,5210.0,1185.0
330,494,7,9,1,438,20,4116.0,921.0
331,519,6,6,2,438,15,4015.0,1751.0
332,295,8,9,1,244,13,7792.0,1403.0
333,256,12,9,2,244,15,514.0,109.0
334,295,8,6,2,244,14,2346.0,388.0
335,256,12,3,3,244,13,1248.0,584.0
336,256,12,7,3,244,14,3669.0,154.0
337,12,9,9,1,12,1,1629.0,265.0
338,789,9,9,1,635,2,5024.0,379.0
339,13,10,9,1,13,1,1629.0,265.0
340,296,10,9,1,276,13,7792.0,1403.0
341,296,10,6,2,276,14,2346.0,388.0
342,383,10,9,1,353,14,7519.0,402.0
343,383,10,1,2,353,13,1564.0,674.0
344,202,8,3,3,353,7,3573.0,562.0
345,202,8,11,3,353,10,8055.0,661.0
346,251,12,9,1,46,1,9654.0,4111.0
347,46,7,1,4,46,5,1591.0,727.0
348,251,12,10,5,46,20,3112.0,1065.0
349,294,18,9,1,275,13,7792.0,1403.0
350,294,18,6,2,275,14,2346.0,388.0
351,790,18,9,1,636,2,5024.0,379.0
352,689,1,7,1,108,15,7019.0,2677.0
353,110,1,12,1,108,7,8586.0,3826.0
354,780,2,7,1,629,3,3451.0,658.0
355,802,2,7,1,648,13,914.0,163.0
356,316,3,7,1,295,5,8102.0,1800.0
357,316,3,5,3,295,10,3234.0,1274.0
358,753,6,1,5,295,15,3560.0,1335.0
359,647,3,7,1,547,16,5338.0,1354.0
360,649,3,7,1,548,16,5338.0,1354.0
361,45,6,7,1,45,4,3808.0,1192.0
362,45,6,3,4,45,16,2588.0,705.0
363,366,7,7,1,117,5,7434.0,2851.0
364,119,18,11,1,117,10,6671.0,2797.0
365,767,7,7,1,623,19,9272.0,1771.0
366,544,8,7,1,112,13,8537.0,3586.0
367,114,18,8,3,112,13,5047.0,2211.0
368,768,9,7,1,441,19,9272.0,1771.0
369,497,17,3,3,441,7,3573.0,562.0
370,497,17,11,3,441,10,8055.0,661.0
371,531,11,7,1,463,1,5196.0,2477.0
372,531,11,12,2,463,19,6586.0,1794.0
373,25,12,7,1,25,12,7784.0,2937.0
374,25,12,1,5,25,12,5122.0,2413.0
375,25,12,3,5,25,3,5591.0,1696.0
376,217,12,7,1,210,12,1290.0,204.0
377,532,3,7,3,210,19,6673.0,950.0
378,315,12,7,1,294,5,8102.0,1800.0
379,315,12,5,3,294,10,3234.0,1274.0
380,573,16,7,1,490,16,9406.0,1137.0
381,573,16,2,3,490,15,1156.0,74.0
382,522,13,7,1,457,6,6584.0,371.0
383,522,13,10,5,457,11,4706.0,594.0
384,232,14,7,1,223,20,6381.0,2763.0
385,232,14,1,3,223,16,7748.0,1706.0
386,608,16,4,4,223,8,3918.0,749.0
387,232,14,11,4,223,6,992.0,64.0
388,675,14,7,1,567,5,9775.0,4507.0
389,317,15,7,1,296,5,8102.0,1800.0
390,317,15,5,3,296,10,3234.0,1274.0
391,473,18,7,3,296,13,4220.0,945.0
392,521,15,7,1,456,6,6584.0,371.0
393,521,15,10,5,456,11,4706.0,594.0
394,646,18,7,1,546,16,5338.0,1354.0
395,41,3,12,1,41,1,1126.0,55.0
396,140,3,12,1,135,20,1085.0,301.0
397,604,3,12,1,515,17,1496.0,662.0
398,604,3,3,2,515,7,5470.0,292.0
399,604,3,8,4,515,16,9914.0,3858.0
400,86,4,12,1,85,14,7826.0,1221.0
401,431,14,6,3,85,19,3760.0,1849.0
402,86,4,7,4,85,13,9691.0,3056.0
403,431,14,4,4,85,9,1579.0,602.0
404,86,4,5,5,85,16,9835.0,2571.0
405,87,5,12,1,86,14,7826.0,1221.0
406,87,5,7,4,86,13,9691.0,3056.0
407,87,5,5,5,86,16,9835.0,2571.0
408,503,5,12,1,445,5,3659.0,379.0
409,537,5,12,1,467,10,2401.0,1163.0
410,537,5,11,2,467,11,1045.0,267.0
411,161,6,12,1,156,7,1486.0,114.0
412,161,6,9,4,156,14,869.0,373.0
413,574,7,12,1,491,10,5354.0,743.0
414,538,8,12,1,468,10,2401.0,1163.0
415,538,8,11,2,468,11,1045.0,267.0
416,605,8,12,1,516,17,1496.0,662.0
417,605,8,3,2,516,7,5470.0,292.0
418,605,8,8,4,516,16,9914.0,3858.0
419,85,9,12,1,84,14,7826.0,1221.0
420,85,9,7,4,84,13,9691.0,3056.0
421,85,9,5,5,84,16,9835.0,2571.0
422,178,9,12,1,172,9,1368.0,406.0
423,178,9,5,5,172,7,2323.0,727.0
424,155,12,12,1,150,19,9574.0,4045.0
425,155,12,1,5,150,17,4382.0,482.0
426,616,12,12,1,524,3,3518.0,1051.0
427,616,12,4,3,524,8,4157.0,1874.0
428,536,15,12,1,231,10,2401.0,1163.0
429,536,15,11,2,231,11,1045.0,267.0
430,772,6,4,4,231,12,7992.0,893.0
431,241,15,6,4,231,13,7930.0,1981.0
432,40,17,12,1,40,1,1126.0,55.0
433,135,16,5,5,40,10,7421.0,958.0
434,111,17,12,1,109,7,8586.0,3826.0
435,130,4,4,1,127,4,1341.0,615.0
436,658,13,2,2,127,18,8422.0,893.0
437,658,13,12,4,127,8,6105.0,1447.0
438,554,4,4,1,480,8,3067.0,1475.0
439,554,4,2,2,480,6,9369.0,3297.0
440,554,4,2,4,480,20,8680.0,4068.0
441,320,5,4,1,171,13,4470.0,413.0
442,177,2,3,2,171,9,3137.0,571.0
443,235,6,4,1,128,18,4099.0,52.0
444,131,15,1,2,128,19,9851.0,2669.0
445,131,15,5,2,128,14,9989.0,3930.0
446,555,6,4,1,481,8,3067.0,1475.0
447,555,6,2,2,481,6,9369.0,3297.0
448,555,6,2,4,481,20,8680.0,4068.0
449,165,7,4,1,160,17,1239.0,575.0
450,165,7,1,3,160,16,1262.0,515.0
451,164,8,4,1,159,17,1239.0,575.0
452,164,8,1,3,159,16,1262.0,515.0
453,731,12,4,1,488,1,9837.0,384.0
454,571,14,11,2,488,13,8158.0,2052.0
455,731,12,8,3,488,16,3445.0,1405.0
456,742,14,4,1,608,12,8851.0,999.0
457,747,1,2,4,608,18,2258.0,135.0
458,104,18,4,1,102,1,4371.0,1852.0
459,104,18,3,3,102,8,782.0,374.0
460,298,1,11,1,278,2,5449.0,2389.0
461,668,1,11,1,560,3,5427.0,728.0
462,312,2,11,1,291,14,5152.0,2045.0
463,543,2,11,1,199,15,7484.0,2871.0
464,636,7,9,3,199,5,4172.0,235.0
465,505,16,11,3,199,11,7478.0,1381.0
466,205,7,3,4,199,1,9849.0,963.0
467,543,2,8,4,199,1,7700.0,2712.0
468,205,7,9,4,199,9,2493.0,1221.0
469,154,4,11,1,149,9,9536.0,1437.0
470,154,4,8,4,149,7,2225.0,589.0
471,542,4,11,1,471,15,7484.0,2871.0
472,542,4,8,4,471,1,7700.0,2712.0
473,28,5,11,1,28,17,2863.0,205.0
474,659,16,3,3,28,9,670.0,85.0
475,228,13,8,5,28,12,7684.0,1157.0
476,28,5,10,5,28,8,8293.0,2632.0
477,311,5,11,1,290,14,5152.0,2045.0
478,735,5,11,1,604,6,992.0,177.0
479,735,5,7,3,604,18,4699.0,625.0
480,310,7,11,1,289,14,5152.0,2045.0
481,15,8,11,1,15,11,9380.0,414.0
482,15,8,10,4,15,18,8558.0,1644.0
483,15,8,9,5,15,17,4080.0,72.0
484,27,8,11,1,27,17,2863.0,205.0
485,27,8,10,5,27,8,8293.0,2632.0
486,313,8,11,1,292,14,5152.0,2045.0
487,569,9,11,1,358,20,5900.0,1738.0
488,569,9,11,3,358,9,4544.0,1726.0
489,388,17,4,5,358,6,5730.0,482.0
490,252,12,11,1,240,13,7838.0,1142.0
491,252,12,9,2,240,17,1733.0,133.0
492,252,12,11,4,240,6,9300.0,3146.0
493,257,14,11,1,245,16,3273.0,85.0
494,615,14,5,5,245,11,5954.0,2618.0
495,26,15,11,1,26,17,2863.0,205.0
496,26,15,10,5,26,8,8293.0,2632.0
497,403,15,11,1,371,18,2685.0,379.0
498,403,15,6,1,371,14,9916.0,4602.0
499,403,15,7,2,371,8,4548.0,2135.0
500,403,15,1,4,371,14,6184.0,50.0
501,699,17,11,1,584,7,4918.0,1485.0
502,299,3,6,1,279,1,697.0,116.0
503,299,3,6,5,279,6,2895.0,104.0
504,7,6,6,1,7,19,2516.0,734.0
505,306,16,7,5,7,3,4202.0,1171.0
506,272,10,6,1,257,12,7957.0,2834.0
507,272,10,5,3,257,7,4492.0,1450.0
508,272,10,3,5,257,18,975.0,224.0
509,357,10,6,1,330,17,1133.0,73.0
510,357,10,12,5,330,19,6248.0,1168.0
511,300,16,6,1,280,1,697.0,116.0
512,300,16,6,5,280,6,2895.0,104.0
513,451,14,6,1,406,8,5393.0,2642.0
514,49,15,6,1,49,10,1757.0,622.0
515,356,15,6,1,329,17,1133.0,73.0
516,356,15,12,5,329,19,6248.0,1168.0
517,50,18,6,1,50,10,1757.0,622.0
518,292,1,1,2,62,20,2565.0,983.0
519,62,9,11,4,62,19,4358.0,526.0
520,62,9,11,4,62,8,6459.0,825.0
521,292,1,3,5,62,19,5024.0,1544.0
522,588,1,1,2,503,7,7344.0,2251.0
523,588,1,2,5,503,10,5832.0,2588.0
524,588,1,9,5,503,3,7306.0,1547.0
525,324,2,1,2,302,13,5266.0,1111.0
526,324,2,3,4,302,1,3022.0,384.0
527,132,3,1,2,129,19,9851.0,2669.0
528,132,3,5,2,129,14,9989.0,3930.0
529,133,4,1,2,130,19,9851.0,2669.0
530,133,4,5,2,130,14,9989.0,3930.0
531,378,18,3,4,130,13,4369.0,584.0
532,285,8,1,2,77,1,6934.0,1226.0
533,78,10,10,2,77,1,3887.0,1490.0
534,78,10,10,5,77,10,3433.0,1169.0
535,367,9,1,2,339,19,7213.0,508.0
536,367,9,5,3,339,9,3176.0,586.0
537,751,9,1,2,363,15,9952.0,3301.0
538,395,16,11,2,363,6,7122.0,1836.0
539,395,16,7,4,363,15,7327.0,2596.0
540,175,11,1,2,169,3,1281.0,340.0
541,700,6,9,4,169,19,3189.0,1180.0
542,175,11,4,5,169,15,2404.0,253.0
543,288,11,1,2,270,15,6355.0,1335.0
544,289,11,1,2,271,15,6355.0,1335.0
545,323,11,1,2,301,13,5266.0,1111.0
546,323,11,3,4,301,1,3022.0,384.0
547,797,11,1,2,643,5,7699.0,246.0
548,123,16,1,2,121,10,6435.0,334.0
549,123,16,2,2,121,18,4948.0,2356.0
550,123,16,3,5,121,12,9704.0,4339.0
551,302,14,1,2,282,1,6934.0,1226.0
552,732,10,8,3,282,8,1314.0,457.0
553,368,14,1,2,340,19,7213.0,508.0
554,368,14,5,3,340,9,3176.0,586.0
555,791,15,1,2,637,18,8962.0,2444.0
556,792,18,1,2,638,18,8962.0,2444.0
557,525,3,2,2,383,12,9869.0,4299.0
558,419,8,12,2,383,18,9789.0,2071.0
559,419,8,1,5,383,8,9229.0,4090.0
560,516,4,2,2,453,19,5916.0,1594.0
561,516,4,7,2,453,19,6402.0,2770.0
562,329,10,2,2,306,2,9562.0,325.0
563,524,10,2,2,151,12,9869.0,4299.0
564,474,11,10,2,151,4,8526.0,1704.0
565,156,14,8,4,151,13,9316.0,3003.0
566,785,6,11,4,151,3,8490.0,3485.0
567,156,14,1,5,151,15,6379.0,3128.0
568,156,14,4,5,151,19,8200.0,257.0
569,290,11,2,2,272,15,7377.0,320.0
570,290,11,7,3,272,12,2054.0,371.0
571,434,11,2,2,394,12,5462.0,673.0
572,738,11,2,2,605,11,9840.0,3870.0
573,546,12,2,2,261,7,5313.0,2037.0
574,276,12,7,3,261,11,1818.0,738.0
575,276,12,12,3,261,14,5911.0,2333.0
576,547,16,2,2,473,7,5313.0,2037.0
577,626,10,8,2,473,5,5193.0,2530.0
578,652,18,2,2,167,13,6017.0,2230.0
579,173,6,3,4,167,9,907.0,391.0
580,501,1,3,2,54,17,5831.0,1574.0
581,54,16,7,4,54,11,5002.0,1801.0
582,54,16,6,4,54,16,5224.0,1958.0
583,54,16,7,5,54,18,7380.0,1673.0
584,463,2,3,2,414,16,2957.0,917.0
585,342,3,3,2,317,12,9084.0,3253.0
586,4,4,3,2,4,12,1525.0,185.0
587,325,4,3,2,303,9,4853.0,1764.0
588,38,5,3,2,38,10,1603.0,361.0
589,38,5,9,2,38,2,953.0,93.0
590,38,5,11,4,38,3,1843.0,248.0
591,38,5,8,5,38,3,7355.0,1034.0
592,128,5,3,2,126,8,914.0,400.0
593,128,5,9,4,126,3,1548.0,666.0
594,452,3,11,4,126,8,2280.0,509.0
